NTACode,NTAName,NTA Latitude,NTA Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
BX26,Highbridge,40.83816085,-73.92568137,"City Fried Chicken - Bronx, NY",40.834657,-73.92871,Food
BX26,Highbridge,40.83816085,-73.92568137,Leslie Ann Grocery Store,40.840723,-73.920852,Deli / Bodega
BK21,Seagate-Coney Island,40.57557732,-73.98680335,MCU Park,40.57468492,-73.98464799,Baseball Stadium
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Coney Island Brewing Co.,40.57518859,-73.98399146,Brewery
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Abe Stark Ice Skating Rink,40.57329139,-73.98574233,Skating Rink
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Parachute Jump,40.57282664,-73.98388963,Monument / Landmark
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Best Buy Liquors,40.57928429,-73.9846986,Liquor Store
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Gargiulo's Restaurant,40.57661192,-73.98217469,Italian Restaurant
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Coney Art Walls,40.57457503,-73.98171081,Street Art
BK21,Seagate-Coney Island,40.57557732,-73.98680335,William's Candy Shop,40.57544646,-73.98185698,Candy Store
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Totonno's Pizzeria Napolitano,40.57903692,-73.98397049,Pizza Place
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Nathan's Famous,40.57546707,-73.98147695,Hot Dog Joint
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Thunderbolt,40.57305198,-73.9820996,Theme Park Ride / Attraction
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Ford Amphitheater at Coney Island Boardwalk,40.57276106,-73.98807369,Music Venue
BK21,Seagate-Coney Island,40.57557732,-73.98680335,MCU Park Party Deck,40.5749455,-73.98433202,Baseball Stadium
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Pete's Clam Stop,40.57534209,-73.98209787,Hot Dog Joint
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Golden Krust Caribbean Restaurant,40.57667923,-73.98316956,Caribbean Restaurant
BK21,Seagate-Coney Island,40.57557732,-73.98680335,B&B Carousel,40.57305167,-73.98334369,Theme Park Ride / Attraction
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Coney Island Beach Shop,40.57491559,-73.981285,Gift Shop
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Coney Island W. 23,40.57153848,-73.98793567,Beach
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Endeavor,40.57422041,-73.98155808,Theme Park Ride / Attraction
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Footprints Cafe,40.5755918,-73.98327133,Caribbean Restaurant
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Pizza On The Run,40.57664211,-73.98155118,Pizza Place
BK21,Seagate-Coney Island,40.57557732,-73.98680335,IT'SUGAR,40.57544067,-73.98091747,Dessert Shop
BK21,Seagate-Coney Island,40.57557732,-73.98680335,On The Run Pizza,40.57666992,-73.98455934,Pizza Place
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Mermaid Pharmacy,40.5779062,-73.98651481,Pharmacy
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Burger King,40.57859715,-73.98593177,Fast Food Restaurant
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Mi Candileja,40.577005,-73.983076,Latin American Restaurant
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Coney Island Gyro,40.57905017,-73.98514936,Falafel Restaurant
BK21,Seagate-Coney Island,40.57557732,-73.98680335,Chowtime,40.577053,-73.98185,Asian Restaurant
BK21,Seagate-Coney Island,40.57557732,-73.98680335,"New York Bread, Inc.",40.578806,-73.990076,Gourmet Shop
BK21,Seagate-Coney Island,40.57557732,-73.98680335,surf playground,40.57370952,-73.9917578,Park
BK40,Windsor Terrace,40.65532247,-73.97751759,Le Paddock,40.65287271,-73.97605652,French Restaurant
BK40,Windsor Terrace,40.65532247,-73.97751759,The Adirondack,40.65269747,-73.97605736,Bar
BK40,Windsor Terrace,40.65532247,-73.97751759,Windsor Farms Market,40.65672922,-73.97758629,Grocery Store
BK40,Windsor Terrace,40.65532247,-73.97751759,Daytime,40.65858,-73.9781,Café
BK40,Windsor Terrace,40.65532247,-73.97751759,Vanderbilt Playground,40.65507306,-73.97295356,Playground
BK40,Windsor Terrace,40.65532247,-73.97751759,Terrace Coffee Shop,40.65458881,-73.97920812,Diner
BK40,Windsor Terrace,40.65532247,-73.97751759,John's Deli,40.6522503,-73.97583136,Deli / Bodega
BK40,Windsor Terrace,40.65532247,-73.97751759,Windsor Place Antiques,40.658858,-73.978674,Antique Shop
BK40,Windsor Terrace,40.65532247,-73.97751759,Uncle Louie G's,40.65464378,-73.97356042,Ice Cream Shop
BK40,Windsor Terrace,40.65532247,-73.97751759,Juice Box,40.65172326,-73.97597407,Wine Shop
BK40,Windsor Terrace,40.65532247,-73.97751759,Elk Cafe,40.65491841,-73.97347927,Café
BK40,Windsor Terrace,40.65532247,-73.97751759,Della,40.65286347,-73.97625158,Italian Restaurant
BK40,Windsor Terrace,40.65532247,-73.97751759,Thomas J. Cuite Park,40.6543385,-73.97875592,Park
BK40,Windsor Terrace,40.65532247,-73.97751759,Cena,40.651627,-73.97567,Taco Place
BK40,Windsor Terrace,40.65532247,-73.97751759,Sam Deli & Grocery,40.659051,-73.977849,Deli / Bodega
BK40,Windsor Terrace,40.65532247,-73.97751759,Windsor Terrace-PS 154 Greenmarket,40.65740688,-73.97619906,Farmers Market
BK40,Windsor Terrace,40.65532247,-73.97751759,Piccoli,40.65468864,-73.97331763,Italian Restaurant
BK40,Windsor Terrace,40.65532247,-73.97751759,Rhythm & Booze,40.65759122,-73.97957961,Sports Bar
BK40,Windsor Terrace,40.65532247,-73.97751759,Kathy's Gourmet Italian Ices & Ice Cream,40.6508563,-73.97707502,Ice Cream Shop
BK40,Windsor Terrace,40.65532247,-73.97751759,Greek Xpress,40.658439,-73.981723,Greek Restaurant
BK40,Windsor Terrace,40.65532247,-73.97751759,Walgreens,40.65676603,-73.97777081,Pharmacy
BK40,Windsor Terrace,40.65532247,-73.97751759,Little Tonino's Pizzeria & Cafe,40.65085827,-73.97697479,Pizza Place
BK40,Windsor Terrace,40.65532247,-73.97751759,Seeley Park,40.65342028,-73.97781832,Park
BK40,Windsor Terrace,40.65532247,-73.97751759,Poetica Coffee,40.653134,-73.976192,Coffee Shop
BK40,Windsor Terrace,40.65532247,-73.97751759,Yoga Sole,40.65755058,-73.97627107,Yoga Studio
BK40,Windsor Terrace,40.65532247,-73.97751759,"""Mosquito"" Park",40.65272522,-73.97761536,Park
BK40,Windsor Terrace,40.65532247,-73.97751759,Seeley Market,40.65573641,-73.97373676,Deli / Bodega
BK40,Windsor Terrace,40.65532247,-73.97751759,Animal Fare,40.655029,-73.973634,Pet Store
BK40,Windsor Terrace,40.65532247,-73.97751759,"Captain John McKenna, IV Park",40.652222,-73.977431,Park
BK40,Windsor Terrace,40.65532247,-73.97751759,The Lobe,40.65744684,-73.97429417,Plaza
BK40,Windsor Terrace,40.65532247,-73.97751759,Prospect Park Deli,40.65493996,-73.97323894,Deli / Bodega
BK40,Windsor Terrace,40.65532247,-73.97751759,115 Prospect Park South West,40.65679461,-73.97346137,Park
BK40,Windsor Terrace,40.65532247,-73.97751759,Prospect Park Outdoor Gym,40.65450579,-73.97272557,Outdoor Gym
BK40,Windsor Terrace,40.65532247,-73.97751759,Prospect Park Hills,40.65916623,-73.9754472,Hill
BK50,Canarsie,40.64677533,-73.88844416,IHOP,40.65031587,-73.8900735,Breakfast Spot
BK50,Canarsie,40.64677533,-73.88844416,Hot Bagels,40.65046338,-73.88977373,Bagel Shop
BK50,Canarsie,40.64677533,-73.88844416,CVS pharmacy,40.64731558,-73.88298979,Pharmacy
BK50,Canarsie,40.64677533,-73.88844416,Dunkin',40.646776,-73.883176,Donut Shop
BK50,Canarsie,40.64677533,-73.88844416,Armandos Pizzaria,40.64684752,-73.8834908,Pizza Place
BK50,Canarsie,40.64677533,-73.88844416,Subway,40.64936305,-73.88934986,Sandwich Place
BK50,Canarsie,40.64677533,-73.88844416,Boston Market,40.64725,-73.88255,American Restaurant
BK50,Canarsie,40.64677533,-73.88844416,Golden Krust Caribbean Restaurant,40.6470029,-73.8834888,Caribbean Restaurant
BK50,Canarsie,40.64677533,-73.88844416,Chen's Garden,40.64954394,-73.88911971,Chinese Restaurant
BK50,Canarsie,40.64677533,-73.88844416,Baskin-Robbins,40.65084106,-73.88999613,Ice Cream Shop
BK50,Canarsie,40.64677533,-73.88844416,Dunkin',40.64950577,-73.88949954,Donut Shop
BK50,Canarsie,40.64677533,-73.88844416,Fresh Creek Park,40.64471872,-73.88832506,Park
BK50,Canarsie,40.64677533,-73.88844416,MTA Bus - B103LTD/BM2 @ E. 105th Street & Flatlands Avenue,40.64530342,-73.89073275,Bus Stop
BK50,Canarsie,40.64677533,-73.88844416,Maid Perfect Inc,40.646106,-73.892005,Home Service
BK50,Canarsie,40.64677533,-73.88844416,Food Bazaar Supermarket,40.649787,-73.888926,Supermarket
BK50,Canarsie,40.64677533,-73.88844416,Associated Supermarket,40.646973,-73.88368049,Supermarket
BK50,Canarsie,40.64677533,-73.88844416,Peking Chef,40.648093,-73.892132,Asian Restaurant
BK50,Canarsie,40.64677533,-73.88844416,KFC,40.64941728,-73.89162344,Fried Chicken Joint
BK50,Canarsie,40.64677533,-73.88844416,Taco Bell,40.64946017,-73.89179408,Fast Food Restaurant
BK50,Canarsie,40.64677533,-73.88844416,99 Cent Store,40.64854785,-73.89264478,Discount Store
BK50,Canarsie,40.64677533,-73.88844416,Golden Wok,40.64799118,-73.89329529,Chinese Restaurant
BK50,Canarsie,40.64677533,-73.88844416,Sarku Japan,40.65060752,-73.89007817,Japanese Restaurant
BK50,Canarsie,40.64677533,-73.88844416,Starrett City Shopping Center,40.649342,-73.884329,Shopping Mall
BK50,Canarsie,40.64677533,-73.88844416,Arnona Liquors,40.64249538,-73.8873503,Liquor Store
BK50,Canarsie,40.64677533,-73.88844416,FRESH CREEK BAY,40.6424951,-73.88736843,Lake
BK50,Canarsie,40.64677533,-73.88844416,Food World,40.64791966,-73.89215738,Grocery Store
BX22,North Riverdale-Fieldston-Riverdale,40.89866563,-73.90813454,Wave Hill,40.90006219,-73.91244616,Garden
BX22,North Riverdale-Fieldston-Riverdale,40.89866563,-73.90813454,Wave Hill House,40.900086,-73.912527,Historic Site
BX22,North Riverdale-Fieldston-Riverdale,40.89866563,-73.90813454,Riverside Drive,40.89650749,-73.90826092,River
BX22,North Riverdale-Fieldston-Riverdale,40.89866563,-73.90813454,Glyndor Gallery,40.898986,-73.912341,Art Gallery
BX22,North Riverdale-Fieldston-Riverdale,40.89866563,-73.90813454,"MTA MaBSTOA Bus at Riverdale Avenue & W. 254th St: (Bx7, Bx10, BxM1, BxM2, BxM18)",40.90185136,-73.9061224,Bus Station
BX22,North Riverdale-Fieldston-Riverdale,40.89866563,-73.90813454,Private Health Insurance,40.896408,-73.913075,Health & Beauty Service
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Tibbett Diner,40.88040442,-73.90893738,Diner
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Liebman's Kosher Deli,40.88558432,-73.90967819,Deli / Bodega
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Aoyu Japanese Restaurant,40.88625664,-73.90971943,Japanese Restaurant
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Palace of Japan,40.88584088,-73.91006439,Japanese Restaurant
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Pizza Chef,40.88563972,-73.91024488,Pizza Place
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Moss Café: Farm-To-Table Restaurant and Coffee Shop,40.88526883,-73.91010325,Café
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Dunkin',40.885621,-73.9103747,Donut Shop
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,TCR The Club of Riverdale,40.8786283,-73.9145678,Tennis Stadium
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Riverdale Vintner,40.88570078,-73.90991985,Wine Shop
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,European Wax Center,40.88643353,-73.90976041,Health & Beauty Service
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Ewen Park,40.88173532,-73.90997284,Park
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Starbucks,40.88580402,-73.91015796,Coffee Shop
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Nam Thai,40.886388,-73.910025,Thai Restaurant
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Bagel Corner,40.88589502,-73.910959,Bagel Shop
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Rite Aid,40.8856035,-73.9091599,Pharmacy
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Metate,40.88606101,-73.91002952,Mexican Restaurant
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Bella Notte Pizzeria,40.88659539,-73.90955625,Italian Restaurant
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,TD Bank,40.8794958,-73.9092856,Bank
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Capital One Bank,40.8861213,-73.9100747,Bank
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Menchie's,40.886388,-73.910025,Frozen Yogurt Shop
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Blue Bay Restaurant,40.88635775,-73.90989609,Diner
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Subway,40.88562944,-73.91012042,Sandwich Place
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,CVS pharmacy,40.88592858,-73.91050722,Pharmacy
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Arlington Avenue & West 232nd Street,40.88401563,-73.91252232,Intersection
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,U-Haul Moving & Storage of Riverdale,40.87836874,-73.90953148,Storage Facility
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Cumin Indian Cuisine,40.88645861,-73.90981597,Indian Restaurant
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,"MTA Bus Time Stop #100082 (Bx7, Bx10, Bx20)",40.88115466,-73.90920281,Bus Station
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,MTA - Bx7 Bus,40.88103176,-73.90867529,Bus Line
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Kennedy Deli,40.880831,-73.908821,Deli / Bodega
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,American Legion Post 774,40.879991,-73.908366,Speakeasy
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Oni Beauty Salon,40.880444,-73.907316,Cosmetics Shop
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Kristal Belli,40.88622392,-73.91284347,Korean Restaurant
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Golden Gate Chinese Restaurant,40.886233,-73.909479,Chinese Restaurant
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Kingsbridge-Riverdale Farmers' Market,40.879973,-73.907295,Vegetarian / Vegan Restaurant
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,BxM1 Express Bus,40.88168203,-73.91706996,Bus Line
BX29,Spuyten Duyvil-Kingsbridge,40.88245598,-73.91168323,Cafeccino Bakery,40.880209,-73.906884,Bagel Shop
BK42,Flatbush,40.63714237,-73.96218605,El Paso Mexican Grill,40.63608136,-73.96207929,Mexican Restaurant
BK42,Flatbush,40.63714237,-73.96218605,Coffee Mob,40.63584127,-73.96256073,Coffee Shop
BK42,Flatbush,40.63714237,-73.96218605,LoDuca Pizza,40.63492093,-73.96266287,Pizza Place
BK42,Flatbush,40.63714237,-73.96218605,Ox Tavern,40.63478561,-73.96500996,Gastropub
BK42,Flatbush,40.63714237,-73.96218605,Cortelyou Greenmarket,40.64086967,-73.96537198,Farmers Market
BK42,Flatbush,40.63714237,-73.96218605,Gyro King,40.63457482,-73.96277546,Middle Eastern Restaurant
BK42,Flatbush,40.63714237,-73.96218605,Cafe Tibet,40.64124301,-73.96406391,Tibetan Restaurant
BK42,Flatbush,40.63714237,-73.96218605,Kings County Wines,40.64110034,-73.96448851,Wine Shop
BK42,Flatbush,40.63714237,-73.96218605,Late Night Superior Deli,40.63981923,-73.96508514,Deli / Bodega
BK42,Flatbush,40.63714237,-73.96218605,Milk & Honey,40.634321,-73.966128,Café
BK42,Flatbush,40.63714237,-73.96218605,Flatbush Food Coop,40.6411956,-73.96467545,Health Food Store
BK42,Flatbush,40.63714237,-73.96218605,Sacred Vibes Apothecary,40.640088,-73.966256,Cosmetics Shop
BK42,Flatbush,40.63714237,-73.96218605,Third Root Community Health Center,40.64090421,-73.96440331,Yoga Studio
BK42,Flatbush,40.63714237,-73.96218605,Purple Yam,40.64047165,-73.96586591,Filipino Restaurant
BK42,Flatbush,40.63714237,-73.96218605,Manchego,40.64110441,-73.96428466,Tapas Restaurant
BK42,Flatbush,40.63714237,-73.96218605,Catskill Bagels,40.6410554,-73.96469583,Bagel Shop
BK42,Flatbush,40.63714237,-73.96218605,San Remo Pizzeria,40.64095313,-73.96499113,Pizza Place
BK42,Flatbush,40.63714237,-73.96218605,Coffee Z,40.63468247,-73.96278208,Coffee Shop
BK42,Flatbush,40.63714237,-73.96218605,Corthaiyou,40.64041509,-73.96594621,Thai Restaurant
BK42,Flatbush,40.63714237,-73.96218605,Jamba Juice,40.63637146,-73.95644894,Juice Bar
BK42,Flatbush,40.63714237,-73.96218605,Newkirk Discount Wine & Liquors,40.63874534,-73.95884554,Liquor Store
BK42,Flatbush,40.63714237,-73.96218605,MTA Bus - B8/B49 - Foster Ave & Ocean Ave,40.63879231,-73.95884639,Bus Station
BK42,Flatbush,40.63714237,-73.96218605,Waterfalls Gym,40.63441581,-73.95887692,Gym
BK58,Flatlands,40.62813556,-73.92925332,Blue Mountain Farm,40.63097442,-73.92809303,Caribbean Restaurant
BK58,Flatlands,40.62813556,-73.92925332,Topaze Restaurant,40.626595,-73.927438,Caribbean Restaurant
BK58,Flatlands,40.62813556,-73.92925332,David fox park (pool area),40.62888218,-73.92690897,Park
BK58,Flatlands,40.62813556,-73.92925332,Dollar Tree,40.63082261,-73.92815391,Discount Store
BK58,Flatlands,40.62813556,-73.92925332,Dunkin',40.62561509,-73.92783181,Donut Shop
BK58,Flatlands,40.62813556,-73.92925332,Walgreens,40.62665649,-73.92800644,Pharmacy
BK58,Flatlands,40.62813556,-73.92925332,Staples,40.6293858,-73.9283275,Paper / Office Supplies Store
BK58,Flatlands,40.62813556,-73.92925332,Squadz,40.62532423,-73.92782527,Lounge
BK58,Flatlands,40.62813556,-73.92925332,McDonald's,40.63211803,-73.92863802,Fast Food Restaurant
BK58,Flatlands,40.62813556,-73.92925332,Rite Aid,40.6287668,-73.9277292,Pharmacy
BK58,Flatlands,40.62813556,-73.92925332,Bed-Stuy Fish Fry,40.63032,-73.92853,Seafood Restaurant
BK58,Flatlands,40.62813556,-73.92925332,Happy Cleaner Man,40.630341,-73.927683,Dry Cleaner
BK58,Flatlands,40.62813556,-73.92925332,Ice Queen,40.632465,-73.927965,Dessert Shop
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Parkway Diner,40.76579929,-73.74484941,Diner
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Douglaston Delicatessen,40.7657785,-73.74480699,Deli / Bodega
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Alley Pond Golf Center,40.76412141,-73.74904423,Golf Course
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,The Attic Bar & Lounge,40.76587014,-73.74479431,Lounge
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Mizumi,40.76389496,-73.74895041,Sushi Restaurant
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Il Sapore Pizza,40.76593378,-73.74499001,Italian Restaurant
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,CVS pharmacy,40.76538358,-73.74330049,Pharmacy
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Il Toscano,40.76831854,-73.74874959,Italian Restaurant
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,TD Bank,40.7657794,-73.7420911,Bank
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,LIRR - Douglaston Station,40.76843622,-73.74905366,Train Station
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Hallelujah Foot & Spa,40.76772744,-73.74814482,Spa
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Dragon Express Chinese Restaurant,40.76775551,-73.74809885,Chinese Restaurant
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Charlie & Frank's Deli,40.76797459,-73.74821664,Deli / Bodega
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,LIRR - Douglaston - Parking Lot,40.76819825,-73.74919059,Parking
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Douglaston Farmers Market,40.76820861,-73.74924337,Farmers Market
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Tokyo Go Go,40.76701188,-73.74507308,Sushi Restaurant
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Douglaston Wine & Liquor,40.76549327,-73.74442137,Liquor Store
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,ITZ FIRE,40.76535621,-73.7443007,Cajun / Creole Restaurant
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Am Yours Cafe,40.7653585,-73.74418224,Thai Restaurant
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Ceriello Fine Food,40.76557922,-73.74410248,Deli / Bodega
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Best Garden Chinese Restaurant,40.76557922,-73.74410248,Chinese Restaurant
QN45,Douglas Manor-Douglaston-Little Neck,40.76621333,-73.74800071,Aegea,40.76534762,-73.74409958,Greek Restaurant
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Soundview Park,40.82047446,-73.87542701,Park
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Food Bazaar,40.82266527,-73.87382958,Supermarket
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Dunkin',40.82331228,-73.87352195,Donut Shop
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Baskin-Robbins,40.82328041,-73.87351542,Ice Cream Shop
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Popeyes Louisiana Kitchen,40.82297842,-73.87458642,Fried Chicken Joint
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Shell,40.82323061,-73.87857916,Gas Station
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Little Caesars Pizza,40.823819,-73.873595,Pizza Place
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,McDonald's,40.82341747,-73.8746465,Fast Food Restaurant
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Gourmet Oasis,40.82382932,-73.87914529,Mexican Restaurant
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Subway,40.82319022,-73.87348928,Sandwich Place
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Soundview Park Jogging Trail,40.81906985,-73.87944389,Park
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Bronx River Road & Story Avenue,40.82114237,-73.88227925,Intersection
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Bruckner Plaza,40.82298,-73.87415,Shopping Plaza
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Shmack City,40.82291871,-73.88278008,Pharmacy
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Jade Joy Chinese Restaurant,40.823244,-73.8735,Chinese Restaurant
BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.82200026,-73.87826423,Arias Wine & Liquor,40.823244,-73.8735,Liquor Store
MN22,East Village,40.72733524,-73.98635063,The Brant Foundation Art Study Center,40.72600988,-73.98522676,Art Gallery
MN22,East Village,40.72733524,-73.98635063,Upstate Craft Beer and Oyster Bar,40.726331,-73.986453,Seafood Restaurant
MN22,East Village,40.72733524,-73.98635063,Suki Curry,40.7271571,-73.98613432,Japanese Restaurant
MN22,East Village,40.72733524,-73.98635063,Cafe Mogador,40.72727735,-73.9845053,Moroccan Restaurant
MN22,East Village,40.72733524,-73.98635063,East Village Organic,40.72716323,-73.98531854,Organic Grocery
MN22,East Village,40.72733524,-73.98635063,"Xe Máy Sandwich Shop",40.727435,-73.98483464,Vietnamese Restaurant
MN22,East Village,40.72733524,-73.98635063,Paper Daisy,40.728434,-73.987204,New American Restaurant
MN22,East Village,40.72733524,-73.98635063,Emmy Squared,40.72586676,-73.98663786,Pizza Place
MN22,East Village,40.72733524,-73.98635063,Still House,40.729111,-73.986711,Jewelry Store
MN22,East Village,40.72733524,-73.98635063,Oiji,40.72716813,-73.98564524,Korean Restaurant
MN22,East Village,40.72733524,-73.98635063,Sunny's Florist,40.72737347,-73.98847179,Flower Shop
MN22,East Village,40.72733524,-73.98635063,Mighty Quinn's BBQ,40.7275899,-73.9886167,BBQ Joint
MN22,East Village,40.72733524,-73.98635063,"Málà Project",40.727126,-73.98545,Chinese Restaurant
MN22,East Village,40.72733524,-73.98635063,Mudspot,40.72908172,-73.98675021,Café
MN22,East Village,40.72733524,-73.98635063,Good Beer NYC,40.727643,-73.983835,Beer Store
MN22,East Village,40.72733524,-73.98635063,Honest Chops,40.72880656,-73.98628403,Butcher
MN22,East Village,40.72733524,-73.98635063,The Immigrant,40.72845727,-73.98537243,Wine Bar
MN22,East Village,40.72733524,-73.98635063,Craft + Carry,40.726927,-73.984149,Beer Bar
MN22,East Village,40.72733524,-73.98635063,Veselka,40.729036,-73.98712,Ukrainian Restaurant
MN22,East Village,40.72733524,-73.98635063,Raku,40.7265959,-73.98664884,Udon Restaurant
MN22,East Village,40.72733524,-73.98635063,B & H Dairy,40.72835754,-73.98790536,Vegetarian / Vegan Restaurant
MN22,East Village,40.72733524,-73.98635063,Davey's Ice Cream,40.72783939,-73.98517335,Ice Cream Shop
MN22,East Village,40.72733524,-73.98635063,Abraço,40.72724251,-73.98609906,Coffee Shop
MN22,East Village,40.72733524,-73.98635063,Dual Specialty,40.72617192,-73.98626553,Grocery Store
MN22,East Village,40.72733524,-73.98635063,Thursday Kitchen,40.72766059,-73.98376059,Korean Restaurant
MN22,East Village,40.72733524,-73.98635063,Aoi Kitchen,40.726862,-73.987524,Japanese Restaurant
MN22,East Village,40.72733524,-73.98635063,Ho Foods,40.72652071,-73.98466191,Taiwanese Restaurant
